,season,city,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,umpire1,umpire2,loser,toss/win,batfirst,batsecond
361,2012,Pune,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,Royal Challengers Bangalore,35,0,CH Gayle,BF Bowden,SK Tarapore,Pune Warriors,,Royal Challengers Bangalore,
362,2012,Kolkata,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians,27,0,RG Sharma,S Ravi,SJA Taufel,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,
363,2012,Chennai,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,9,BW Hilfenhaus,S Das,BR Doctrove,Delhi Daredevils,Chennai Super Kings,,Chennai Super Kings
364,2012,Jaipur,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,Rajasthan Royals,45,0,A Chandila,BF Bowden,SK Tarapore,Pune Warriors,Rajasthan Royals,Rajasthan Royals,
365,2012,Chandigarh,Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,normal,Kings XI Punjab,0,4,DJ Hussey,HDPK Dharmasena,BNJ Oxenford,Deccan Chargers,,,Kings XI Punjab
366,2012,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,5,AT Rayudu,S Das,BR Doctrove,Royal Challengers Bangalore,Mumbai Indians,,Mumbai Indians
367,2012,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,MEK Hussey,JD Cloete,SJA Taufel,Kolkata Knight Riders,Chennai Super Kings,,Chennai Super Kings
368,2012,Delhi,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,Delhi Daredevils,0,5,UT Yadav,HDPK Dharmasena,BNJ Oxenford,Kings XI Punjab,,,Delhi Daredevils
369,2012,Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Kolkata Knight Riders,32,0,SP Narine,S Das,BR Doctrove,Mumbai Indians,,Kolkata Knight Riders,
370,2012,Dharamsala,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,AC Gilchrist,VA Kulkarni,SK Tarapore,Chennai Super Kings,Kings XI Punjab,,Kings XI Punjab
371,2012,Delhi,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore,21,0,CH Gayle,HDPK Dharmasena,C Shamshuddin,Delhi Daredevils,,Royal Challengers Bangalore,
372,2012,Hyderabad,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,Deccan Chargers,0,5,DW Steyn,S Ravi,SJA Taufel,Rajasthan Royals,,,Deccan Chargers
373,2012,Dharamsala,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,6,UT Yadav,BF Bowden,VA Kulkarni,Kings XI Punjab,Delhi Daredevils,,Delhi Daredevils
374,2012,Pune,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,34,0,Shakib Al Hasan,S Asnani,BR Doctrove,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,
375,2012,Hyderabad,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Deccan Chargers,9,0,DW Steyn,S Ravi,SJA Taufel,Royal Challengers Bangalore,,Deccan Chargers,
376,2012,Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,Mumbai Indians,0,10,DR Smith,HDPK Dharmasena,C Shamshuddin,Rajasthan Royals,,,Mumbai Indians
377,2012,Pune,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,18,0,YK Pathan,BR Doctrove,SJA Taufel,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,
378,2012,Bangalore,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Chennai Super Kings,38,0,MS Dhoni,BF Bowden,HDPK Dharmasena,Mumbai Indians,,Chennai Super Kings,
379,2012,Chennai,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings,86,0,M Vijay,BR Doctrove,SJA Taufel,Delhi Daredevils,,Chennai Super Kings,
380,2012,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Kolkata Knight Riders,0,5,MS Bisla,BF Bowden,SJA Taufel,Chennai Super Kings,,,Kolkata Knight Riders
381,2013,Kolkata,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,SP Narine,S Ravi,SJA Taufel,Delhi Daredevils,Kolkata Knight Riders,,Kolkata Knight Riders
382,2013,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Royal Challengers Bangalore,2,0,CH Gayle,VA Kulkarni,C Shamshuddin,Mumbai Indians,,Royal Challengers Bangalore,
383,2013,Hyderabad,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,Sunrisers Hyderabad,22,0,A Mishra,S Ravi,SJA Taufel,Pune Warriors,,Sunrisers Hyderabad,
384,2013,Delhi,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,Rajasthan Royals,5,0,R Dravid,S Das,C Shamshuddin,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,
385,2013,Chennai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians,9,0,KA Pollard,M Erasmus,VA Kulkarni,Chennai Super Kings,Mumbai Indians,Mumbai Indians,
386,2013,Pune,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,Kings XI Punjab,0,8,M Vohra,S Asnani,SJA Taufel,Pune Warriors,,,Kings XI Punjab
387,2013,Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,tie,Sunrisers Hyderabad,0,0,GH Vihari,AK Chaudhary,S Ravi,Royal Challengers Bangalore,,,Sunrisers Hyderabad
388,2013,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Rajasthan Royals,19,0,SK Trivedi,Aleem Dar,S Das,Kolkata Knight Riders,,Rajasthan Royals,
389,2013,Mumbai,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Mumbai Indians,44,0,KD Karthik,M Erasmus,VA Kulkarni,Delhi Daredevils,Mumbai Indians,Mumbai Indians,
390,2013,Chandigarh,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,10,MEK Hussey,Aleem Dar,C Shamshuddin,Kings XI Punjab,Chennai Super Kings,,Chennai Super Kings
391,2013,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,8,CH Gayle,Asad Rauf,AK Chaudhary,Kolkata Knight Riders,Royal Challengers Bangalore,,Royal Challengers Bangalore
392,2013,Pune,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,Pune Warriors,0,7,AJ Finch,M Erasmus,K Srinath,Rajasthan Royals,,,Pune Warriors
393,2013,Delhi,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Sunrisers Hyderabad,0,3,A Mishra,Aleem Dar,Subroto Das,Delhi Daredevils,,,Sunrisers Hyderabad
394,2013,Mumbai,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,Mumbai Indians,41,0,RG Sharma,S Ravi,SJA Taufel,Pune Warriors,Mumbai Indians,Mumbai Indians,
395,2013,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,RA Jadeja,Asad Rauf,AK Chaudhary,Royal Challengers Bangalore,Chennai Super Kings,,Chennai Super Kings
396,2013,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,48,0,G Gambhir,M Erasmus,VA Kulkarni,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,
397,2013,Jaipur,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,6,JP Faulkner,Aleem Dar,C Shamshuddin,Kings XI Punjab,Rajasthan Royals,,Rajasthan Royals
398,2013,Chennai,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,Pune Warriors,24,0,SPD Smith,Asad Rauf,AK Chaudhary,Chennai Super Kings,Pune Warriors,Pune Warriors,
399,2013,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kings XI Punjab,4,0,MS Gony,CK Nandan,SJA Taufel,Kolkata Knight Riders,,Kings XI Punjab,
400,2013,Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,tie,Royal Challengers Bangalore,0,0,V Kohli,M Erasmus,VA Kulkarni,Delhi Daredevils,Royal Challengers Bangalore,,Royal Challengers Bangalore
401,2013,Pune,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,Sunrisers Hyderabad,11,0,A Mishra,Asad Rauf,AK Chaudhary,Pune Warriors,,Sunrisers Hyderabad,
402,2013,Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,Rajasthan Royals,87,0,AM Rahane,Aleem Dar,C Shamshuddin,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,
403,2013,Delhi,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Chennai Super Kings,86,0,MEK Hussey,M Erasmus,VA Kulkarni,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,
404,2013,Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,Sunrisers Hyderabad,0,5,GH Vihari,HDPK Dharmasena,CK Nandan,Kings XI Punjab,,,Sunrisers Hyderabad
405,2013,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,Chennai Super Kings,0,4,RA Jadeja,Asad Rauf,AK Chaudhary,Kolkata Knight Riders,,,Chennai Super Kings
406,2013,Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,R Vinay Kumar,Aleem Dar,C Shamshuddin,Rajasthan Royals,Royal Challengers Bangalore,,Royal Challengers Bangalore
407,2013,Delhi,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Delhi Daredevils,0,9,V Sehwag,HDPK Dharmasena,S Ravi,Mumbai Indians,,,Delhi Daredevils
408,2013,Chandigarh,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,DA Miller,M Erasmus,K Srinath,Pune Warriors,Kings XI Punjab,,Kings XI Punjab
409,2013,Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,0,5,MEK Hussey,S Asnani,AK Chaudhary,Rajasthan Royals,,,Chennai Super Kings
410,2013,Bangalore,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,Royal Challengers Bangalore,130,0,CH Gayle,Aleem Dar,C Shamshuddin,Pune Warriors,,Royal Challengers Bangalore,
411,2013,Dharamsala,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Kings XI Punjab,7,0,DA Miller,HDPK Dharmasena,S Ravi,Delhi Daredevils,,Kings XI Punjab,
412,2013,Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,Mumbai Indians,0,5,DR Smith,HDPK Dharmasena,S Ravi,Kolkata Knight Riders,,,Mumbai Indians
413,2013,Chennai,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,Chennai Super Kings,0,5,MS Dhoni,Aleem Dar,S Das,Sunrisers Hyderabad,,,Chennai Super Kings
414,2013,Kolkata,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders,0,6,JH Kallis,CK Nandan,S Ravi,Kings XI Punjab,,,Kolkata Knight Riders
415,2013,Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,Rajasthan Royals,0,8,JP Faulkner,VA Kulkarni,K Srinath,Sunrisers Hyderabad,,,Rajasthan Royals
416,2013,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Mumbai Indians,58,0,DR Smith,Asad Rauf,S Asnani,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,
417,2013,Chennai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Chennai Super Kings,14,0,MEK Hussey,Aleem Dar,SJA Taufel,Kolkata Knight Riders,,Chennai Super Kings,
418,2013,Raipur,Delhi Daredevils,Pune Warriors,Pune Warriors,field,normal,Delhi Daredevils,15,0,DA Warner,CK Nandan,S Ravi,Pune Warriors,,Delhi Daredevils,
419,2013,Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,4,SV Samson,M Erasmus,K Srinath,Royal Challengers Bangalore,Rajasthan Royals,,Rajasthan Royals
420,2013,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Mumbai Indians,4,0,RG Sharma,Asad Rauf,AK Chaudhary,Kings XI Punjab,Mumbai Indians,Mumbai Indians,
421,2013,Pune,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,Chennai Super Kings,37,0,MS Dhoni,S Das,SJA Taufel,Pune Warriors,Chennai Super Kings,Chennai Super Kings,
422,2013,Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,Sunrisers Hyderabad,0,7,I Sharma,Asad Rauf,S Asnani,Mumbai Indians,,,Sunrisers Hyderabad
423,2013,Raipur,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Delhi Daredevils,0,7,DA Warner,HDPK Dharmasena,CK Nandan,Kolkata Knight Riders,,,Delhi Daredevils
424,2013,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings,15,0,SK Raina,M Erasmus,VA Kulkarni,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,
425,2013,Pune,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,17,0,AB de Villiers,Aleem Dar,C Shamshuddin,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,
426,2013,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Kolkata Knight Riders,0,8,YK Pathan,HDPK Dharmasena,CK Nandan,Rajasthan Royals,,,Kolkata Knight Riders
427,2013,Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Sunrisers Hyderabad,0,6,DJG Sammy,Asad Rauf,S Asnani,Delhi Daredevils,,,Sunrisers Hyderabad
428,2013,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,AC Gilchrist,HDPK Dharmasena,S Ravi,Royal Challengers Bangalore,Kings XI Punjab,,Kings XI Punjab
429,2013,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians,60,0,MG Johnson,HDPK Dharmasena,CK Nandan,Chennai Super Kings,Mumbai Indians,Mumbai Indians,
430,2013,Jaipur,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,Rajasthan Royals,0,5,AM Rahane,C Shamshuddin,RJ Tucker,Pune Warriors,,,Rajasthan Royals
431,2013,Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Royal Challengers Bangalore,0,7,V Kohli,S Ravi,SJA Taufel,Sunrisers Hyderabad,,,Royal Challengers Bangalore
432,2013,Jaipur,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Rajasthan Royals,0,9,AM Rahane,Aleem Dar,RJ Tucker,Delhi Daredevils,,,Rajasthan Royals
433,2013,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians,65,0,SR Tendulkar,HDPK Dharmasena,S Ravi,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,
434,2013,Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Chennai Super Kings,77,0,SK Raina,S Das,NJ Llong,Sunrisers Hyderabad,,Chennai Super Kings,
435,2013,Chandigarh,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,8,KK Cooper,HDPK Dharmasena,S Ravi,Kings XI Punjab,Rajasthan Royals,,Rajasthan Royals
436,2013,Pune,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,46,0,G Gambhir,Asad Rauf,S Asnani,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,
437,2013,Delhi,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore,4,0,JD Unadkat,NJ Llong,K Srinath,Delhi Daredevils,,Royal Challengers Bangalore,
438,2013,Pune,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,Mumbai Indians,0,5,MG Johnson,Asad Rauf,AK Chaudhary,Pune Warriors,,,Mumbai Indians
439,2013,Chandigarh,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,30,0,PA Patel,S Das,RJ Tucker,Kings XI Punjab,,Sunrisers Hyderabad,
440,2013,Ranchi,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,5,JH Kallis,NJ Llong,K Srinath,Royal Challengers Bangalore,Kolkata Knight Riders,,Kolkata Knight Riders
441,2013,Jaipur,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,5,SR Watson,HDPK Dharmasena,CK Nandan,Chennai Super Kings,Rajasthan Royals,,Rajasthan Royals
442,2013,Delhi,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,5,Harmeet Singh,VA Kulkarni,K Srinath,Delhi Daredevils,Kings XI Punjab,,Kings XI Punjab
443,2013,Mumbai,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians,0,7,KA Pollard,AK Chaudhary,SJA Taufel,Sunrisers Hyderabad,,,Mumbai Indians
444,2013,Ranchi,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Pune Warriors,7,0,MK Pandey,NJ Llong,K Srinath,Kolkata Knight Riders,,Pune Warriors,
445,2013,Chennai,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Chennai Super Kings,33,0,MS Dhoni,C Shamshuddin,RJ Tucker,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,
446,2013,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians,14,0,AP Tare,Asad Rauf,S Asnani,Rajasthan Royals,,Mumbai Indians,
447,2013,Chandigarh,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,DA Miller,VA Kulkarni,NJ Llong,Royal Challengers Bangalore,Kings XI Punjab,,Kings XI Punjab
448,2013,Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,23,0,A Mishra,Asad Rauf,AK Chaudhary,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,
449,2013,Dharamsala,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,50,0,Azhar Mahmood,HDPK Dharmasena,CK Nandan,Mumbai Indians,,Kings XI Punjab,
450,2013,Pune,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,Pune Warriors,38,0,LJ Wright,NJ Llong,SJA Taufel,Delhi Daredevils,Pune Warriors,Pune Warriors,
451,2013,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Royal Challengers Bangalore,24,0,V Kohli,C Shamshuddin,RJ Tucker,Chennai Super Kings,,Royal Challengers Bangalore,
452,2013,Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,Sunrisers Hyderabad,0,5,PA Patel,Asad Rauf,S Asnani,Kolkata Knight Riders,,,Sunrisers Hyderabad
453,2013,Delhi,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,Chennai Super Kings,48,0,MEK Hussey,NJ Llong,RJ Tucker,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,
454,2013,Delhi,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,Rajasthan Royals,0,4,BJ Hodge,S Ravi,RJ Tucker,Sunrisers Hyderabad,,,Rajasthan Royals
455,2013,Kolkata,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,Mumbai Indians,0,4,Harbhajan Singh,C Shamshuddin,SJA Taufel,Rajasthan Royals,,,Mumbai Indians
456,2013,Kolkata,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians,23,0,KA Pollard,HDPK Dharmasena,SJA Taufel,Chennai Super Kings,Mumbai Indians,Mumbai Indians,
457,2014,Abu Dhabi,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,41,0,JH Kallis,M Erasmus,RK Illingworth,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,
458,2014,Sharjah,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,8,YS Chahal,Aleem Dar,S Ravi,Delhi Daredevils,Royal Challengers Bangalore,,Royal Challengers Bangalore
459,2014,Abu Dhabi,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Kings XI Punjab,0,6,GJ Maxwell,RK Illingworth,C Shamshuddin,Chennai Super Kings,,,Kings XI Punjab
460,2014,Abu Dhabi,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,4,AM Rahane,BF Bowden,RK Illingworth,Sunrisers Hyderabad,Rajasthan Royals,,Rajasthan Royals
461,2014,Dubai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,PA Patel,Aleem Dar,AK Chaudhary,Mumbai Indians,Royal Challengers Bangalore,,Royal Challengers Bangalore
462,2014,Dubai,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Delhi Daredevils,0,4,JP Duminy,Aleem Dar,VA Kulkarni,Kolkata Knight Riders,,,Delhi Daredevils
463,2014,Sharjah,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,GJ Maxwell,BF Bowden,M Erasmus,Rajasthan Royals,Kings XI Punjab,,Kings XI Punjab
464,2014,Abu Dhabi,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Chennai Super Kings,93,0,SK Raina,RK Illingworth,C Shamshuddin,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,
465,2014,Sharjah,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kings XI Punjab,72,0,GJ Maxwell,M Erasmus,S Ravi,Sunrisers Hyderabad,,Kings XI Punjab,
466,2014,Dubai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,7,0,RA Jadeja,HDPK Dharmasena,RK Illingworth,Rajasthan Royals,,Chennai Super Kings,
467,2014,Sharjah,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,2,0,CA Lynn,Aleem Dar,VA Kulkarni,Royal Challengers Bangalore,,Kolkata Knight Riders,
468,2014,Dubai,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,4,0,AJ Finch,M Erasmus,S Ravi,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,
469,2014,Dubai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Chennai Super Kings,0,7,MM Sharma,BF Bowden,M Erasmus,Mumbai Indians,,,Chennai Super Kings
470,2014,Abu Dhabi,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,6,PV Tambe,HDPK Dharmasena,C Shamshuddin,Royal Challengers Bangalore,Rajasthan Royals,,Rajasthan Royals
471,2014,Abu Dhabi,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kings XI Punjab,23,0,Sandeep Sharma,HDPK Dharmasena,RK Illingworth,Kolkata Knight Riders,,Kings XI Punjab,
472,2014,Sharjah,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Delhi Daredevils,0,6,M Vijay,Aleem Dar,VA Kulkarni,Mumbai Indians,,,Delhi Daredevils
473,2014,Sharjah,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,Chennai Super Kings,0,5,DR Smith,AK Chaudhary,VA Kulkarni,Sunrisers Hyderabad,,,Chennai Super Kings
474,2014,Dubai,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,5,Sandeep Sharma,BF Bowden,S Ravi,Royal Challengers Bangalore,Kings XI Punjab,,Kings XI Punjab
475,2014,Abu Dhabi,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,tie,Rajasthan Royals,0,0,JP Faulkner,Aleem Dar,AK Chaudhary,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,
476,2014,Dubai,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Sunrisers Hyderabad,15,0,B Kumar,HDPK Dharmasena,M Erasmus,Mumbai Indians,,Sunrisers Hyderabad,
477,2014,Ranchi,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Chennai Super Kings,34,0,RA Jadeja,AK Chaudhary,NJ Llong,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,
478,2014,Mumbai,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Mumbai Indians,0,5,CJ Anderson,BNJ Oxenford,C Shamshuddin,Kings XI Punjab,,,Mumbai Indians
479,2014,Delhi,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,7,KK Nair,SS Hazare,S Ravi,Delhi Daredevils,Rajasthan Royals,,Rajasthan Royals
480,2014,Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,4,AB de Villiers,HDPK Dharmasena,VA Kulkarni,Sunrisers Hyderabad,Royal Challengers Bangalore,,Royal Challengers Bangalore
481,2014,Ahmedabad,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Rajasthan Royals,10,0,PV Tambe,NJ Llong,CK Nandan,Kolkata Knight Riders,,Rajasthan Royals,
482,2014,Delhi,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,8,DR Smith,RM Deshpande,BNJ Oxenford,Delhi Daredevils,Chennai Super Kings,,Chennai Super Kings
483,2014,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians,19,0,RG Sharma,S Ravi,K Srinath,Royal Challengers Bangalore,,Mumbai Indians,
