,season,city,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,umpire1,umpire2,loser,toss/win,batfirst,batsecond
721,2019,Kolkata,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,Delhi Capitals,0,7,S Dhawan,Yeshwant Barde,O Nandan,Kolkata Knight Riders,Delhi Capitals,,Delhi Capitals
722,2019,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,4,JC Buttler,Nitin Menon,Nanda Kishore,Mumbai Indians,Rajasthan Royals,,Rajasthan Royals
723,2019,Mohali,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,8,AB de Villiers,S Ravi,Ulhas Gandhe,Kings XI Punjab,Royal Challengers Bangalore,,Royal Challengers Bangalore
724,2019,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,Imran Tahir,Rod Tucker,O Nandan,Kolkata Knight Riders,Chennai Super Kings,,Chennai Super Kings
725,2019,Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Delhi Capitals,39,0,K Paul,Anil Chaudhary,Bruce Oxenford,Sunrisers Hyderabad,,Delhi Capitals,
726,2019,Mumbai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,5,SL Malinga,Marais Erasmus,Nitin Menon,Royal Challengers Bangalore,Mumbai Indians,,Mumbai Indians
727,2019,Mohali,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab,12,0,R Ashwin,Anil Chaudhary,Vineet Kulkarni,Rajasthan Royals,,Kings XI Punjab,
728,2019,Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,Sunrisers Hyderabad,0,6,DA Warner,Ian Gould,Ulhas Gandhe,Chennai Super Kings,,,Sunrisers Hyderabad
729,2019,Delhi,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,Mumbai Indians,40,0,HH Pandya,Nigel Llong,Bruce Oxenford,Delhi Capitals,Mumbai Indians,Mumbai Indians,
730,2019,Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Royal Challengers Bangalore,10,0,V Kohli,Ian Gould,Nitin Menon,Kolkata Knight Riders,,Royal Challengers Bangalore,
731,2019,Jaipur,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,5,SPD Smith,S Ravi,Yeshwant Barde,Mumbai Indians,Rajasthan Royals,,Rajasthan Royals
732,2019,Delhi,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,Delhi Capitals,0,5,SS Iyer,Ulhas Gandhe,C Shamshuddin,Kings XI Punjab,Delhi Capitals,,Delhi Capitals
733,2019,Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,9,K Ahmed,Nitin Menon,Nigel Llong,Kolkata Knight Riders,Sunrisers Hyderabad,,Sunrisers Hyderabad
734,2019,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Royal Challengers Bangalore,1,0,PA Patel,Vineet Kulkarni,Rod Tucker,Chennai Super Kings,,Royal Challengers Bangalore,
735,2019,Jaipur,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,Delhi Capitals,0,6,RR Pant,S Ravi,Nanda Kishore,Rajasthan Royals,Delhi Capitals,,Delhi Capitals
736,2019,Chennai,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,6,SR Watson,Nigel Llong,Anil Chaudhary,Sunrisers Hyderabad,Chennai Super Kings,,Chennai Super Kings
737,2019,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore,17,0,AB de Villiers,Bruce Oxenford,C Shamshuddin,Kings XI Punjab,,Royal Challengers Bangalore,
738,2019,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,3,VR Aaron,Ian Gould,Anil Dandekar,Kolkata Knight Riders,Rajasthan Royals,,Rajasthan Royals
739,2019,Chennai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians,46,0,RG Sharma,Nigel Llong,Anil Chaudhary,Chennai Super Kings,,Mumbai Indians,
740,2019,Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,7,JD Unadkat,Yeshwant Barde,Nand Kishore,Sunrisers Hyderabad,Rajasthan Royals,,Rajasthan Royals
741,2019,Delhi,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,Delhi Capitals,16,0,S Dhawan,Bruce Oxenford,KN Ananthapadmanabhan,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,
742,2019,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Kolkata Knight Riders,34,0,AD Russell,Ian Gould,Nitin Menon,Mumbai Indians,,Kolkata Knight Riders,
743,2019,Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,45,0,DA Warner,S Ravi,O Nandan,Kings XI Punjab,,Sunrisers Hyderabad,
744,2019,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,Over,0,0,Over,Nigel Llong,Ulhas Gandhe,Royal Challengers Bangalore,,Over,
745,2019,Chennai,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,Chennai Super Kings,80,0,MS Dhoni,Anil Dandekar,Nitin Menon,Delhi Capitals,,Chennai Super Kings,
746,2019,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,tie,Mumbai Indians,0,0,JJ Bumrah,S Ravi,O Nandan,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,
747,2019,Mohali,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,S Gill,Bruce Oxenford,C Shamshuddin,Kings XI Punjab,Kolkata Knight Riders,,Kolkata Knight Riders
748,2019,Delhi,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,Delhi Capitals,0,5,A Mishra,Ian Gould,Anil Dandekar,Rajasthan Royals,,,Delhi Capitals
749,2019,Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,4,S Hetmyer,Nigel Llong,Anil Chaudhary,Sunrisers Hyderabad,Royal Challengers Bangalore,,Royal Challengers Bangalore
750,2019,Mohali,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,KL Rahul,KN Ananthapadmanabhan,C Shamshuddin,Chennai Super Kings,Kings XI Punjab,,Kings XI Punjab
751,2019,Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,9,HH Pandya,Nanda Kishore,O Nandan,Kolkata Knight Riders,Mumbai Indians,,Mumbai Indians
752,2019,Chennai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,Mumbai Indians,0,6,AS Yadav,Nigel Llong,Nitin Menon,Chennai Super Kings,,,Mumbai Indians
753,2019,Visakhapatnam,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,Delhi Capitals,0,2,RR Pant,Bruce Oxenford,S Ravi,Sunrisers Hyderabad,Delhi Capitals,,Delhi Capitals
754,2019,Visakhapatnam,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,6,F du Plessis,S Ravi,Bruce Oxenford,Delhi Capitals,Chennai Super Kings,,Chennai Super Kings
755,2019,Hyderabad,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians,1,0,JJ Bumrah,Nitin Menon,Ian Gould,Chennai Super Kings,Mumbai Indians,Mumbai Indians,
